Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Posts 1350,1,7,7,7,0.00,0.000%,142.85714,234.65,316.82,1682.0
Posts 1351,1,5,5,5,0.00,0.000%,200.00000,317.19,444.73,1624.0
Posts 1352,1,5,5,5,0.00,0.000%,200.00000,225.20,337.30,1153.0
Posts 1353,1,5,5,5,0.00,0.000%,200.00000,222.07,338.48,1137.0
Posts 1354,1,5,5,5,0.00,0.000%,200.00000,315.23,440.23,1614.0
Posts 1355,1,13,13,13,0.00,0.000%,76.92308,113.51,159.03,1511.0
Posts 1356,1,5,5,5,0.00,0.000%,200.00000,220.12,341.60,1127.0
Posts 1357,1,6,6,6,0.00,0.000%,166.66667,307.13,407.23,1887.0
Posts 1358,1,5,5,5,0.00,0.000%,200.00000,333.59,445.70,1708.0
Posts 1359,1,5,5,5,0.00,0.000%,200.00000,343.75,463.28,1760.0
Posts 1360,1,6,6,6,0.00,0.000%,166.66667,228.68,328.45,1405.0
Posts 1361,1,5,5,5,0.00,0.000%,200.00000,351.17,466.80,1798.0
Posts 1362,1,5,5,5,0.00,0.000%,200.00000,212.89,335.16,1090.0
Posts 1363,1,6,6,6,0.00,0.000%,166.66667,215.49,319.99,1324.0
Posts 1364,1,6,6,6,0.00,0.000%,166.66667,272.30,374.35,1673.0
Posts 1365,1,5,5,5,0.00,0.000%,200.00000,347.46,472.46,1779.0
Posts 1366,1,5,5,5,0.00,0.000%,200.00000,309.96,431.64,1587.0
Posts 1367,1,6,6,6,0.00,0.000%,166.66667,292.15,394.86,1795.0
Posts 1368,1,5,5,5,0.00,0.000%,200.00000,276.37,398.83,1415.0
Posts 1369,1,5,5,5,0.00,0.000%,200.00000,381.84,493.55,1955.0
Posts 1370,1,7,7,7,0.00,0.000%,142.85714,206.05,286.69,1477.0
Posts 1371,1,6,6,6,0.00,0.000%,166.66667,171.88,270.02,1056.0
Posts 1372,1,5,5,5,0.00,0.000%,200.00000,263.87,382.81,1351.0
Posts 1373,1,5,5,5,0.00,0.000%,200.00000,289.26,400.98,1481.0
Posts 1374,1,5,5,5,0.00,0.000%,200.00000,192.38,321.68,985.0
Posts 1375,1,5,5,5,0.00,0.000%,200.00000,273.83,400.78,1402.0
Posts 1376,1,5,5,5,0.00,0.000%,200.00000,293.55,416.80,1503.0
Posts 1377,1,5,5,5,0.00,0.000%,200.00000,363.67,482.23,1862.0
Posts 1378,1,5,5,5,0.00,0.000%,200.00000,183.40,308.01,939.0
Posts 1379,1,5,5,5,0.00,0.000%,200.00000,273.05,393.36,1398.0
Posts 1380,1,4,4,4,0.00,0.000%,250.00000,419.68,565.92,1719.0
Posts 1381,1,5,5,5,0.00,0.000%,200.00000,317.97,436.72,1628.0
Posts 1382,1,5,5,5,0.00,0.000%,200.00000,193.36,322.46,990.0
Posts 1383,1,4,4,4,0.00,0.000%,250.00000,409.42,550.78,1677.0
Posts 1384,1,6,6,6,0.00,0.000%,166.66667,251.95,355.79,1548.0
Posts 1385,1,6,6,6,0.00,0.000%,166.66667,284.34,378.74,1747.0
Posts 1386,1,9,9,9,0.00,0.000%,111.11111,174.37,244.25,1607.0
Posts 1387,1,6,6,6,0.00,0.000%,166.66667,167.64,272.95,1030.0
Posts 1388,1,13,13,13,0.00,0.000%,76.92308,123.80,168.95,1648.0
Posts 1389,1,6,6,6,0.00,0.000%,166.66667,172.20,277.99,1058.0
Posts 1390,1,8,8,8,0.00,0.000%,125.00000,179.20,255.98,1468.0
Posts 1391,1,8,8,8,0.00,0.000%,125.00000,171.63,247.80,1406.0
Posts 1392,1,16,16,16,0.00,0.000%,62.50000,59.88,99.49,981.0
Posts 1393,1,8,8,8,0.00,0.000%,125.00000,196.04,272.58,1606.0
Posts 1394,1,6,6,6,0.00,0.000%,166.66667,232.26,334.15,1427.0
Posts 1395,1,11,11,11,0.00,0.000%,90.90909,78.48,137.07,884.0
Posts 1396,1,8,8,8,0.00,0.000%,125.00000,190.55,266.85,1561.0
Posts 1397,1,22,22,22,0.00,0.000%,45.45455,50.78,76.35,1144.0
Posts 1398,1,6,6,6,0.00,0.000%,166.66667,150.23,255.53,923.0
Posts 1399,1,7,7,7,0.00,0.000%,142.85714,175.36,265.35,1257.0
Posts 1400,1,17,17,17,0.00,0.000%,58.82353,105.41,140.74,1835.0
Posts 1401,1,8,8,8,0.00,0.000%,125.00000,152.34,228.39,1248.0
Posts 1402,1,6,6,6,0.00,0.000%,166.66667,217.77,319.34,1338.0
Posts 1403,1,8,8,8,0.00,0.000%,125.00000,179.81,258.42,1473.0
Posts 1404,1,5,5,5,0.00,0.000%,200.00000,347.46,461.91,1779.0
Posts 1405,1,4,4,4,0.00,0.000%,250.00000,291.26,440.67,1193.0
Posts 1406,1,4,4,4,0.00,0.000%,250.00000,326.90,487.30,1339.0
Posts 1407,1,4,4,4,0.00,0.000%,250.00000,227.78,383.06,933.0
Posts 1408,1,6,6,6,0.00,0.000%,166.66667,282.39,380.37,1735.0
Posts 1409,1,5,5,5,0.00,0.000%,200.00000,277.73,397.07,1422.0
Posts 1410,1,5,5,5,0.00,0.000%,200.00000,266.60,392.77,1365.0
Posts 1411,1,4,4,4,0.00,0.000%,250.00000,407.96,557.37,1671.0
Posts 1412,1,4,4,4,0.00,0.000%,250.00000,409.91,553.22,1679.0
Posts 1413,1,3,3,3,0.00,0.000%,333.33333,344.08,559.57,1057.0
Posts 1414,1,4,4,4,0.00,0.000%,250.00000,385.74,528.81,1580.0
Posts 1415,1,5,5,5,0.00,0.000%,200.00000,212.11,335.74,1086.0
Posts 1416,1,6,6,6,0.00,0.000%,166.66667,222.01,324.71,1364.0
Posts 1417,1,4,4,4,0.00,0.000%,250.00000,424.07,582.76,1737.0
Posts 1418,1,4,4,4,0.00,0.000%,250.00000,292.24,453.86,1197.0
Posts 1419,1,4,4,4,0.00,0.000%,250.00000,262.70,413.82,1076.0
Posts 1420,1,4,4,4,0.00,0.000%,250.00000,480.96,620.85,1970.0
Posts 1421,1,6,6,6,0.00,0.000%,166.66667,165.69,265.30,1018.0
Posts 1422,1,5,5,5,0.00,0.000%,200.00000,355.86,469.34,1822.0
Posts 1423,1,7,7,7,0.00,0.000%,142.85714,243.72,327.43,1747.0
Posts 1424,1,6,6,6,0.00,0.000%,166.66667,251.46,350.10,1545.0
Posts 1425,1,5,5,5,0.00,0.000%,200.00000,307.23,433.40,1573.0
Posts 1426,1,4,4,4,0.00,0.000%,250.00000,267.09,424.56,1094.0
Posts 1427,1,5,5,5,0.00,0.000%,200.00000,196.48,322.85,1006.0
Posts 1428,1,6,6,6,0.00,0.000%,166.66667,242.51,337.08,1490.0
Posts 1429,1,5,5,5,0.00,0.000%,200.00000,321.48,441.80,1646.0
Posts 1430,1,6,6,6,0.00,0.000%,166.66667,293.46,390.14,1803.0
Posts 1431,1,5,5,5,0.00,0.000%,200.00000,315.23,441.99,1614.0
Posts 1432,1,5,5,5,0.00,0.000%,200.00000,209.96,336.33,1075.0
Posts 1433,1,5,5,5,0.00,0.000%,200.00000,180.86,310.16,926.0
Posts 1434,1,5,5,5,0.00,0.000%,200.00000,186.72,311.33,956.0
Posts 1435,1,5,5,5,0.00,0.000%,200.00000,365.82,481.25,1873.0
Posts 1436,1,5,5,5,0.00,0.000%,200.00000,289.26,404.30,1481.0
Posts 1437,1,5,5,5,0.00,0.000%,200.00000,186.72,309.77,956.0
Posts 1438,1,5,5,5,0.00,0.000%,200.00000,257.42,385.16,1318.0
Posts 1439,1,5,5,5,0.00,0.000%,200.00000,325.98,453.32,1669.0
Posts 1440,1,5,5,5,0.00,0.000%,200.00000,247.46,366.41,1267.0
Posts 1441,1,7,7,7,0.00,0.000%,142.85714,166.29,254.60,1192.0
Posts 1442,1,5,5,5,0.00,0.000%,200.00000,217.77,337.11,1115.0
Posts 1443,1,6,6,6,0.00,0.000%,166.66667,260.58,358.07,1601.0
Posts 1444,1,5,5,5,0.00,0.000%,200.00000,360.16,478.71,1844.0
Posts 1445,1,21,21,21,0.00,0.000%,47.61905,52.64,82.64,1132.0
Posts 1446,1,6,6,6,0.00,0.000%,166.66667,284.99,384.44,1751.0
Posts 1447,1,5,5,5,0.00,0.000%,200.00000,305.08,426.17,1562.0
Posts 1448,1,5,5,5,0.00,0.000%,200.00000,285.94,413.87,1464.0
Posts 1449,1,5,5,5,0.00,0.000%,200.00000,198.24,325.00,1015.0
Posts 1450,1,5,5,5,0.00,0.000%,200.00000,227.73,350.59,1166.0
Posts 1451,1,7,7,7,0.00,0.000%,142.85714,176.62,263.53,1266.0
Posts 1452,1,8,8,8,0.00,0.000%,125.00000,234.13,306.27,1918.0
Posts 1453,1,14,14,14,0.00,0.000%,71.42857,84.19,129.19,1207.0
Posts 1454,1,10,10,10,0.00,0.000%,100.00000,143.46,207.81,1469.0
Posts 1455,1,6,6,6,0.00,0.000%,166.66667,255.21,360.68,1568.0
Posts 1456,1,6,6,6,0.00,0.000%,166.66667,242.35,340.82,1489.0
Posts 1457,1,6,6,6,0.00,0.000%,166.66667,291.50,396.16,1791.0
Posts 1458,1,6,6,6,0.00,0.000%,166.66667,213.38,310.38,1311.0
Posts 1459,1,6,6,6,0.00,0.000%,166.66667,172.04,270.51,1057.0
Posts 1460,1,5,5,5,0.00,0.000%,200.00000,322.46,447.85,1651.0
Posts 1461,1,5,5,5,0.00,0.000%,200.00000,286.13,407.81,1465.0
Posts 1462,1,6,6,6,0.00,0.000%,166.66667,224.93,322.27,1382.0
Posts 1463,1,6,6,6,0.00,0.000%,166.66667,263.35,357.75,1618.0
Posts 1464,1,5,5,5,0.00,0.000%,200.00000,224.80,337.50,1151.0
Posts 1465,1,7,7,7,0.00,0.000%,142.85714,169.64,253.07,1216.0
Posts 1466,1,6,6,6,0.00,0.000%,166.66667,191.41,289.06,1176.0
Posts 1467,1,5,5,5,0.00,0.000%,200.00000,353.32,466.99,1809.0
Posts 1468,1,4,4,4,0.00,0.000%,250.00000,364.26,517.82,1492.0
Posts 1469,1,4,4,4,0.00,0.000%,250.00000,233.64,389.89,957.0
Posts 1470,1,4,4,4,0.00,0.000%,250.00000,287.11,432.86,1176.0
Posts 1471,1,5,5,5,0.00,0.000%,200.00000,333.40,446.88,1707.0
Posts 1472,1,5,5,5,0.00,0.000%,200.00000,293.95,408.20,1505.0
Posts 1473,1,4,4,4,0.00,0.000%,250.00000,271.24,422.85,1111.0
Posts 1474,1,4,4,4,0.00,0.000%,250.00000,328.61,476.07,1346.0
Posts 1475,1,5,5,5,0.00,0.000%,200.00000,375.78,491.80,1924.0
Posts 1476,1,5,5,5,0.00,0.000%,200.00000,185.55,309.18,950.0
Posts 1477,1,5,5,5,0.00,0.000%,200.00000,269.53,388.09,1380.0
Posts 1478,1,4,4,4,0.00,0.000%,250.00000,419.43,559.08,1718.0
Posts 1479,1,4,4,4,0.00,0.000%,250.00000,447.75,589.11,1834.0
Posts 1480,1,6,6,6,0.00,0.000%,166.66667,261.39,366.70,1606.0
Posts 1481,1,5,5,5,0.00,0.000%,200.00000,304.30,431.45,1558.0
Posts 1482,1,6,6,6,0.00,0.000%,166.66667,235.51,337.40,1447.0
Posts 1483,1,5,5,5,0.00,0.000%,200.00000,292.77,408.01,1499.0
Posts 1484,1,4,4,4,0.00,0.000%,250.00000,243.90,394.29,999.0
Posts 1485,1,4,4,4,0.00,0.000%,250.00000,452.39,605.96,1853.0
Posts 1486,1,6,6,6,0.00,0.000%,166.66667,241.54,347.49,1484.0
Posts 1487,1,8,8,8,0.00,0.000%,125.00000,131.71,205.81,1079.0
Posts 1488,1,14,14,14,0.00,0.000%,71.42857,118.16,162.32,1694.0
Posts 1489,1,6,6,6,0.00,0.000%,166.66667,221.68,324.87,1362.0
Posts 1490,1,6,6,6,0.00,0.000%,166.66667,246.91,347.33,1517.0
Posts 1491,1,7,7,7,0.00,0.000%,142.85714,203.54,284.46,1459.0
Posts 1492,1,33,33,33,0.00,0.000%,30.30303,40.22,59.60,1359.0
Posts 1493,1,4,4,4,0.00,0.000%,250.00000,329.59,472.90,1350.0
Posts 1494,1,4,4,4,0.00,0.000%,250.00000,284.18,428.22,1164.0
Posts 1495,1,4,4,4,0.00,0.000%,250.00000,401.61,553.22,1645.0
Posts 1496,1,4,4,4,0.00,0.000%,250.00000,200.68,367.92,822.0
Posts 1497,1,4,4,4,0.00,0.000%,250.00000,320.56,464.84,1313.0
Posts 1498,1,5,5,5,0.00,0.000%,200.00000,261.33,380.66,1338.0
Posts 1499,1,4,4,4,0.00,0.000%,250.00000,449.71,591.06,1842.0
Posts 1500,1,4,4,4,0.00,0.000%,250.00000,419.19,571.53,1717.0
Posts 1501,1,4,4,4,0.00,0.000%,250.00000,233.64,389.16,957.0
Posts 1502,1,5,5,5,0.00,0.000%,200.00000,351.76,468.36,1801.0
Posts 1503,1,5,5,5,0.00,0.000%,200.00000,366.80,483.59,1878.0
Posts 1504,1,5,5,5,0.00,0.000%,200.00000,208.40,336.13,1067.0
Posts 1505,1,6,6,6,0.00,0.000%,166.66667,216.31,315.27,1329.0
Posts 1506,1,5,5,5,0.00,0.000%,200.00000,293.95,406.64,1505.0
Posts 1507,1,5,5,5,0.00,0.000%,200.00000,274.80,389.84,1407.0
Posts 1508,1,6,6,6,0.00,0.000%,166.66667,296.88,399.09,1824.0
Posts 1509,1,6,6,6,0.00,0.000%,166.66667,259.77,360.19,1596.0
Posts 1510,1,6,6,6,0.00,0.000%,166.66667,258.79,353.03,1590.0
Posts 1511,1,5,5,5,0.00,0.000%,200.00000,178.32,304.88,913.0
Posts 1512,1,5,5,5,0.00,0.000%,200.00000,196.68,316.99,1007.0
Posts 1513,1,6,6,6,0.00,0.000%,166.66667,233.72,336.10,1436.0
Posts 1514,1,5,5,5,0.00,0.000%,200.00000,180.47,306.84,924.0
Posts 1515,1,6,6,6,0.00,0.000%,166.66667,200.68,297.20,1233.0
Posts 1516,1,5,5,5,0.00,0.000%,200.00000,177.93,303.91,911.0
Posts 1517,1,5,5,5,0.00,0.000%,200.00000,255.66,375.98,1309.0
Posts 1518,1,5,5,5,0.00,0.000%,200.00000,325.59,443.16,1667.0
Posts 1519,1,5,5,5,0.00,0.000%,200.00000,199.61,318.75,1022.0
Posts 1520,1,5,5,5,0.00,0.000%,200.00000,347.07,470.31,1777.0
Posts 1521,1,5,5,5,0.00,0.000%,200.00000,227.54,339.45,1165.0
Posts 1522,1,5,5,5,0.00,0.000%,200.00000,285.94,404.88,1464.0
Posts 1523,1,5,5,5,0.00,0.000%,200.00000,335.55,449.22,1718.0
Posts 1524,1,5,5,5,0.00,0.000%,200.00000,310.16,437.30,1588.0
Posts 1525,1,5,5,5,0.00,0.000%,200.00000,260.55,387.89,1334.0
Posts 1526,1,5,5,5,0.00,0.000%,200.00000,367.58,482.42,1882.0
Posts 1527,1,6,6,6,0.00,0.000%,166.66667,293.46,391.60,1803.0
Posts 1528,1,7,7,7,0.00,0.000%,142.85714,201.73,281.39,1446.0
Posts 1529,1,7,7,7,0.00,0.000%,142.85714,255.30,339.01,1830.0
Posts 1530,1,8,8,8,0.00,0.000%,125.00000,156.74,234.25,1284.0
Posts 1531,1,6,6,6,0.00,0.000%,166.66667,189.62,292.64,1165.0
Posts 1532,1,5,5,5,0.00,0.000%,200.00000,302.73,420.12,1550.0
Posts 1533,1,6,6,6,0.00,0.000%,166.66667,230.96,325.20,1419.0
Posts 1534,1,6,6,6,0.00,0.000%,166.66667,176.92,283.37,1087.0
Posts 1535,1,7,7,7,0.00,0.000%,142.85714,265.62,349.33,1904.0
Posts 1536,1,6,6,6,0.00,0.000%,166.66667,176.43,274.41,1084.0
Posts 1537,1,6,6,6,0.00,0.000%,166.66667,222.17,320.31,1365.0
Posts 1538,1,23,23,23,0.00,0.000%,43.47826,48.19,75.28,1135.0
Posts 1539,1,6,6,6,0.00,0.000%,166.66667,202.31,303.06,1243.0
Posts 1540,1,5,5,5,0.00,0.000%,200.00000,212.89,339.26,1090.0
Posts 1541,1,5,5,5,0.00,0.000%,200.00000,321.88,438.48,1648.0
Posts 1542,1,5,5,5,0.00,0.000%,200.00000,250.39,367.58,1282.0
Posts 1543,1,6,6,6,0.00,0.000%,166.66667,201.33,307.94,1237.0
Posts 1544,1,5,5,5,0.00,0.000%,200.00000,350.20,477.54,1793.0
Posts 1545,1,8,8,8,0.00,0.000%,125.00000,122.80,198.12,1006.0
Posts 1546,1,6,6,6,0.00,0.000%,166.66667,274.58,380.21,1687.0
Posts 1547,1,7,7,7,0.00,0.000%,142.85714,258.51,345.42,1853.0
Posts 1548,1,9,9,9,0.00,0.000%,111.11111,156.90,220.38,1446.0
Posts 1549,1,7,7,7,0.00,0.000%,142.85714,153.60,245.54,1101.0
Posts 1550,1,7,7,7,0.00,0.000%,142.85714,237.86,329.38,1705.0
Posts 1551,1,7,7,7,0.00,0.000%,142.85714,204.24,287.67,1464.0
Posts 1552,1,6,6,6,0.00,0.000%,166.66667,295.25,394.04,1814.0
Posts 1553,1,5,5,5,0.00,0.000%,200.00000,337.11,450.39,1726.0
Posts 1554,1,6,6,6,0.00,0.000%,166.66667,260.58,367.51,1601.0
Posts 1555,1,6,6,6,0.00,0.000%,166.66667,185.38,283.37,1139.0
Posts 1556,1,6,6,6,0.00,0.000%,166.66667,290.36,387.21,1784.0
Posts 1557,1,5,5,5,0.00,0.000%,200.00000,307.42,425.20,1574.0
Posts 1558,1,6,6,6,0.00,0.000%,166.66667,247.07,351.73,1518.0
Posts 1559,1,8,8,8,0.00,0.000%,125.00000,199.22,271.24,1632.0
Posts 1560,1,7,7,7,0.00,0.000%,142.85714,141.04,232.00,1011.0
Posts 1561,1,20,20,20,0.00,0.000%,50.00000,76.61,107.18,1569.0
Posts 1562,1,6,6,6,0.00,0.000%,166.66667,254.39,356.28,1563.0
Posts 1563,1,6,6,6,0.00,0.000%,166.66667,201.66,309.08,1239.0
Posts 1564,1,7,7,7,0.00,0.000%,142.85714,214.43,296.46,1537.0
Posts 1565,1,6,6,6,0.00,0.000%,166.66667,199.06,294.27,1223.0
Posts 1566,1,5,5,5,0.00,0.000%,200.00000,347.66,460.35,1780.0
Posts 1567,1,6,6,6,0.00,0.000%,166.66667,254.56,361.65,1564.0
Posts 1568,1,5,5,5,0.00,0.000%,200.00000,202.93,331.84,1039.0
Posts 1569,1,6,6,6,0.00,0.000%,166.66667,253.91,354.65,1560.0
Posts 1570,1,5,5,5,0.00,0.000%,200.00000,353.91,468.95,1812.0
Posts 1571,1,5,5,5,0.00,0.000%,200.00000,299.41,418.75,1533.0
Posts 1572,1,6,6,6,0.00,0.000%,166.66667,277.99,382.98,1708.0
Posts 1573,1,5,5,5,0.00,0.000%,200.00000,250.78,363.28,1284.0
Posts 1574,1,5,5,5,0.00,0.000%,200.00000,350.00,467.97,1792.0
Posts 1575,1,4,4,4,0.00,0.000%,250.00000,279.30,437.26,1144.0
Posts 1576,1,4,4,4,0.00,0.000%,250.00000,335.45,493.16,1374.0
Posts 1577,1,4,4,4,0.00,0.000%,250.00000,229.74,386.47,941.0
Posts 1578,1,4,4,4,0.00,0.000%,250.00000,442.38,582.76,1812.0
Posts 1579,1,4,4,4,0.00,0.000%,250.00000,283.45,438.23,1161.0
Posts 1580,1,4,4,4,0.00,0.000%,250.00000,415.04,569.34,1700.0
Posts 1581,1,8,8,8,0.00,0.000%,125.00000,143.19,217.90,1173.0
Posts 1582,1,5,5,5,0.00,0.000%,200.00000,247.85,367.19,1269.0
Posts 1583,1,4,4,4,0.00,0.000%,250.00000,356.69,501.46,1461.0
Posts 1584,1,4,4,4,0.00,0.000%,250.00000,231.93,387.94,950.0
Posts 1585,1,4,4,4,0.00,0.000%,250.00000,333.25,492.19,1365.0
Posts 1586,1,5,5,5,0.00,0.000%,200.00000,298.63,423.05,1529.0
Posts 1587,1,5,5,5,0.00,0.000%,200.00000,259.57,387.70,1329.0
Posts 1588,1,6,6,6,0.00,0.000%,166.66667,264.49,366.37,1625.0
Posts 1589,1,4,4,4,0.00,0.000%,250.00000,259.28,416.50,1062.0
Posts 1590,1,5,5,5,0.00,0.000%,200.00000,344.53,466.41,1764.0
Posts 1591,1,4,4,4,0.00,0.000%,250.00000,330.32,488.77,1353.0
Posts 1592,1,4,4,4,0.00,0.000%,250.00000,267.82,413.33,1097.0
Posts 1593,1,4,4,4,0.00,0.000%,250.00000,454.83,596.44,1863.0
Posts 1594,1,6,6,6,0.00,0.000%,166.66667,175.29,273.11,1077.0
Posts 1595,1,5,5,5,0.00,0.000%,200.00000,249.22,368.36,1276.0
Posts 1596,1,4,4,4,0.00,0.000%,250.00000,424.80,584.96,1740.0
Posts 1597,1,4,4,4,0.00,0.000%,250.00000,308.59,449.22,1264.0
Posts 1598,1,6,6,6,0.00,0.000%,166.66667,258.63,357.42,1589.0
Posts 1599,1,4,4,4,0.00,0.000%,250.00000,390.38,547.61,1599.0
Posts 1600,1,4,4,4,0.00,0.000%,250.00000,434.81,577.15,1781.0
Posts 1601,1,5,5,5,0.00,0.000%,200.00000,240.04,361.52,1229.0
Posts 1602,1,5,5,5,0.00,0.000%,200.00000,370.12,485.74,1895.0
Posts 1603,1,4,4,4,0.00,0.000%,250.00000,368.41,528.32,1509.0
Posts 1604,1,5,5,5,0.00,0.000%,200.00000,269.73,384.57,1381.0
Posts 1605,1,5,5,5,0.00,0.000%,200.00000,282.62,411.72,1447.0
Posts 1606,1,6,6,6,0.00,0.000%,166.66667,321.29,415.69,1974.0
Posts 1607,1,5,5,5,0.00,0.000%,200.00000,273.63,401.76,1401.0
Posts 1608,1,9,9,9,0.00,0.000%,111.11111,121.53,191.30,1120.0
Posts 1609,1,6,6,6,0.00,0.000%,166.66667,216.15,319.17,1328.0
Posts 1610,1,8,8,8,0.00,0.000%,125.00000,203.37,273.68,1666.0
Posts 1611,1,7,7,7,0.00,0.000%,142.85714,157.37,243.72,1128.0
Posts 1612,1,5,5,5,0.00,0.000%,200.00000,197.46,318.75,1011.0
Posts 1613,1,5,5,5,0.00,0.000%,200.00000,266.99,390.82,1367.0
Posts 1614,1,5,5,5,0.00,0.000%,200.00000,297.27,413.48,1522.0
Posts 1615,1,6,6,6,0.00,0.000%,166.66667,251.14,346.52,1543.0
Posts 1616,1,4,4,4,0.00,0.000%,250.00000,278.81,428.47,1142.0
Posts 1617,1,4,4,4,0.00,0.000%,250.00000,365.72,516.11,1498.0
Posts 1618,1,4,4,4,0.00,0.000%,250.00000,298.34,453.61,1222.0
Posts 1619,1,4,4,4,0.00,0.000%,250.00000,337.16,495.36,1381.0
Posts 1620,1,3,3,3,0.00,0.000%,333.33333,284.51,499.67,874.0
Posts 1621,1,4,4,4,0.00,0.000%,250.00000,463.13,611.08,1897.0
Posts 1622,1,4,4,4,0.00,0.000%,250.00000,432.37,577.88,1771.0
Posts 1623,1,5,5,5,0.00,0.000%,200.00000,280.66,408.59,1437.0
Posts 1624,1,3,3,3,0.00,0.000%,333.33333,577.15,768.23,1773.0
Posts 1625,1,5,5,5,0.00,0.000%,200.00000,355.86,475.98,1822.0
Posts 1626,1,4,4,4,0.00,0.000%,250.00000,274.66,421.39,1125.0
Posts 1627,1,5,5,5,0.00,0.000%,200.00000,223.24,340.43,1143.0
Posts 1628,1,3,3,3,0.00,0.000%,333.33333,619.14,806.32,1902.0
Posts 1629,1,4,4,4,0.00,0.000%,250.00000,392.33,537.35,1607.0
Posts 1630,1,4,4,4,0.00,0.000%,250.00000,344.73,492.43,1412.0
Posts 1631,1,5,5,5,0.00,0.000%,200.00000,343.36,457.42,1758.0
Posts 1632,1,5,5,5,0.00,0.000%,200.00000,278.32,392.77,1425.0
Posts 1633,1,5,5,5,0.00,0.000%,200.00000,316.80,439.65,1622.0
Posts 1634,1,5,5,5,0.00,0.000%,200.00000,382.23,498.44,1957.0
Posts 1635,1,6,6,6,0.00,0.000%,166.66667,205.73,307.13,1264.0
Posts 1636,1,5,5,5,0.00,0.000%,200.00000,356.25,473.05,1824.0
Posts 1637,1,6,6,6,0.00,0.000%,166.66667,262.37,365.89,1612.0
Posts 1638,1,6,6,6,0.00,0.000%,166.66667,247.72,343.75,1522.0
Posts 1639,1,5,5,5,0.00,0.000%,200.00000,243.75,357.42,1248.0
Posts 1640,1,6,6,6,0.00,0.000%,166.66667,225.26,321.45,1384.0
Posts 1641,1,5,5,5,0.00,0.000%,200.00000,315.23,429.10,1614.0
Posts 1642,1,4,4,4,0.00,0.000%,250.00000,429.69,591.31,1760.0
Posts 1643,1,4,4,4,0.00,0.000%,250.00000,423.10,562.74,1733.0
Posts 1644,1,4,4,4,0.00,0.000%,250.00000,295.90,443.60,1212.0
Posts 1645,1,4,4,4,0.00,0.000%,250.00000,308.84,451.66,1265.0
Posts 1646,1,8,8,8,0.00,0.000%,125.00000,219.24,294.43,1796.0
Posts 1647,1,14,14,14,0.00,0.000%,71.42857,68.36,112.30,980.0
Posts 1648,1,10,10,10,0.00,0.000%,100.00000,124.32,181.15,1273.0
Posts 1649,1,5,5,5,0.00,0.000%,200.00000,341.02,455.47,1746.0
Posts 1650,1,7,7,7,0.00,0.000%,142.85714,237.03,328.68,1699.0
Posts 1651,1,4,4,4,0.00,0.000%,250.00000,375.73,525.88,1539.0
Posts 1652,1,5,5,5,0.00,0.000%,200.00000,277.54,401.76,1421.0
Posts 1653,1,5,5,5,0.00,0.000%,200.00000,253.32,376.95,1297.0
Posts 1654,1,8,8,8,0.00,0.000%,125.00000,133.79,205.81,1096.0
Posts 1655,1,8,8,8,0.00,0.000%,125.00000,230.96,304.08,1892.0
Posts 1656,1,8,8,8,0.00,0.000%,125.00000,227.42,303.47,1863.0
Posts 1657,1,8,8,8,0.00,0.000%,125.00000,104.61,185.67,857.0
Posts 1658,1,8,8,8,0.00,0.000%,125.00000,152.10,227.91,1246.0
Posts 1659,1,10,10,10,0.00,0.000%,100.00000,172.07,231.35,1762.0
Posts 1660,1,5,5,5,0.00,0.000%,200.00000,341.41,466.99,1748.0
Posts 1661,1,6,6,6,0.00,0.000%,166.66667,284.02,378.58,1745.0
Posts 1662,1,4,4,4,0.00,0.000%,250.00000,425.78,578.86,1744.0
Posts 1663,1,5,5,5,0.00,0.000%,200.00000,307.62,423.83,1575.0
Posts 1664,1,5,5,5,0.00,0.000%,200.00000,245.31,371.48,1256.0
Posts 1665,1,4,4,4,0.00,0.000%,250.00000,453.86,603.76,1859.0
Posts 1666,1,4,4,4,0.00,0.000%,250.00000,313.23,473.63,1283.0
Posts 1667,1,6,6,6,0.00,0.000%,166.66667,283.37,380.53,1741.0
Posts 1668,1,5,5,5,0.00,0.000%,200.00000,340.23,460.74,1742.0
Posts 1669,1,5,5,5,0.00,0.000%,200.00000,279.69,403.52,1432.0
Posts 1670,1,5,5,5,0.00,0.000%,200.00000,322.85,449.22,1653.0
Posts 1671,1,7,7,7,0.00,0.000%,142.85714,175.36,259.07,1257.0
Posts 1672,1,15,15,15,0.00,0.000%,66.66667,104.10,144.66,1599.0
Posts 1673,1,7,7,7,0.00,0.000%,142.85714,194.89,279.72,1397.0
Posts 1674,1,7,7,7,0.00,0.000%,142.85714,235.35,323.94,1687.0
Posts 1675,1,29,29,29,0.00,0.000%,34.48276,50.58,70.92,1502.0
Posts 1676,1,5,5,5,0.00,0.000%,200.00000,293.36,407.42,1502.0
Posts 1677,1,4,4,4,0.00,0.000%,250.00000,353.52,495.12,1448.0
Posts 1678,1,6,6,6,0.00,0.000%,166.66667,196.13,292.32,1205.0
Posts 1679,1,7,7,7,0.00,0.000%,142.85714,248.60,334.12,1782.0
Posts 1680,1,5,5,5,0.00,0.000%,200.00000,336.13,460.35,1721.0
Posts 1681,1,5,5,5,0.00,0.000%,200.00000,215.82,342.58,1105.0
